Subject_ID,Group,Experimental_condition,achieve,adverb,affect,anger,anx,article,assent,auxverb,bio,body,cause,certain,cogmech,conj,death,discrep,excl,family,feel,filler,friend,funct,future,health,hear,home,humans,i,incl,ingest,inhib,insight,ipron,leisure,money,motion,negate,negemo,nonfl,number,past,percept,posemo,ppron,preps,present,pronoun,quant,relativ,relig,sad,see,sexual,shehe,social,space,tentat,they,time,verb,we,work,you
64,Analytic,1,20,15,69,0.0,10.0,56,1.0,24,5.0,3.0,10,4.0,116,44,0.0,1.0,3,0.0,5.0,0.0,2.0,345,0.0,1.0,6.0,1.0,7.0,59.0,50,0.0,3.0,39,40,12.0,1.0,12,1.0,11.0,1.0,2.0,28,14,58,67,100,10,107,7,88,3.0,0.0,0.0,1.0,0.0,69,48,10.0,7.0,28,45,1.0,6.0,0.0
65,Analytic,1,35,17,60,2.0,9.0,57,0.0,21,9.0,2.0,13,8.0,93,48,0.0,1.0,1,0.0,2.0,0.0,2.0,333,0.0,4.0,2.0,2.0,3.0,53.0,48,1.0,3.0,14,23,23.0,0.0,21,0.0,13.0,0.0,4.0,31,11,47,68,102,6,91,14,83,0.0,1.0,2.0,2.0,0.0,34,37,5.0,4.0,21,40,10.0,18.0,0.0
66,Creative,1,14,10,61,0.0,2.0,48,1.0,20,7.0,1.0,11,6.0,107,47,1.0,1.0,3,0.0,3.0,2.0,1.0,289,0.0,3.0,6.0,2.0,5.0,46.0,56,1.0,3.0,25,21,11.0,0.0,13,1.0,3.0,0.0,1.0,34,15,56,57,86,3,78,11,72,1.0,1.0,1.0,2.0,4.0,55,38,3.0,2.0,21,40,5.0,3.0,0.0
67,Creative,1,16,10,60,0.0,4.0,55,0.0,21,2.0,0.0,11,7.0,91,34,0.0,2.0,4,0.0,5.0,0.0,7.0,301,0.0,1.0,1.0,2.0,6.0,39.0,35,0.0,1.0,28,27,10.0,0.0,14,1.0,4.0,0.0,1.0,38,13,56,62,99,5,89,8,78,0.0,0.0,4.0,1.0,7.0,84,45,5.0,6.0,20,48,10.0,4.0,0.0
68,Creative,1,18,15,41,0.0,5.0,42,0.0,22,16.0,5.0,8,10.0,124,44,0.0,3.0,3,0.0,4.0,0.0,0.0,317,1.0,11.0,3.0,0.0,8.0,60.0,49,0.0,3.0,37,34,0.0,1.0,19,1.0,7.0,0.0,1.0,26,14,29,67,94,11,101,12,110,3.0,1.0,2.0,0.0,0.0,45,55,11.0,6.0,37,43,1.0,15.0,0.0
69,Creative,1,12,13,68,1.0,3.0,60,0.0,25,15.0,6.0,10,4.0,102,40,0.0,5.0,4,0.0,8.0,0.0,3.0,331,0.0,5.0,9.0,1.0,7.0,67.0,49,1.0,1.0,29,21,14.0,2.0,15,0.0,4.0,0.0,0.0,30,26,63,79,100,15,100,8,106,6.0,0.0,5.0,3.0,0.0,40,58,2.0,2.0,25,52,9.0,2.0,0.0
70,Creative,1,26,12,53,0.0,10.0,55,0.0,28,11.0,3.0,8,10.0,123,49,0.0,4.0,8,0.0,3.0,0.0,4.0,359,1.0,4.0,0.0,2.0,5.0,57.0,53,0.0,4.0,25,35,13.0,2.0,17,3.0,11.0,0.0,5.0,35,8,42,70,98,14,105,18,96,1.0,1.0,1.0,4.0,2.0,40,45,14.0,2.0,31,56,8.0,10.0,1.0
71,Creative,1,22,9,61,1.0,2.0,46,0.0,25,6.0,1.0,6,15.0,117,44,0.0,2.0,6,0.0,1.0,0.0,4.0,305,1.0,1.0,3.0,2.0,3.0,30.0,65,3.0,1.0,15,27,10.0,3.0,32,1.0,4.0,0.0,1.0,33,11,57,55,88,9,82,18,110,0.0,1.0,3.0,1.0,0.0,63,53,7.0,0.0,22,43,25.0,8.0,0.0
72,Creative,1,18,18,56,1.0,3.0,53,0.0,29,6.0,1.0,10,7.0,122,47,1.0,7.0,5,0.0,8.0,2.0,6.0,340,4.0,1.0,3.0,5.0,9.0,48.0,65,2.0,1.0,23,38,7.0,1.0,13,1.0,5.0,0.0,2.0,28,16,50,60,99,13,98,7,104,5.0,1.0,2.0,2.0,2.0,62,53,3.0,2.0,37,53,8.0,10.0,0.0
73,Creative,1,20,15,53,0.0,3.0,59,0.0,24,14.0,2.0,7,7.0,112,45,0.0,0.0,2,0.0,4.0,1.0,1.0,350,0.0,7.0,3.0,3.0,3.0,60.0,57,4.0,2.0,33,21,9.0,2.0,13,2.0,3.0,0.0,4.0,27,21,48,61,117,6,82,14,111,1.0,0.0,3.0,1.0,0.0,24,62,3.0,0.0,32,38,1.0,9.0,0.0
74,Creative,1,8,6,39,1.0,0.0,54,0.0,20,12.0,7.0,6,2.0,100,42,0.0,3.0,3,2.0,13.0,0.0,3.0,278,2.0,2.0,3.0,4.0,5.0,40.0,57,2.0,1.0,24,21,22.0,5.0,12,1.0,2.0,0.0,3.0,27,27,37,56,79,5,77,7,80,1.0,1.0,5.0,1.0,0.0,52,33,2.0,3.0,32,38,13.0,7.0,0.0
75,Creative,1,9,21,44,0.0,0.0,61,0.0,27,13.0,2.0,9,6.0,105,43,0.0,2.0,7,2.0,6.0,1.0,1.0,352,0.0,2.0,2.0,2.0,7.0,53.0,53,8.0,4.0,19,17,8.0,2.0,22,3.0,2.0,0.0,3.0,37,19,40,69,117,10,86,10,101,0.0,2.0,2.0,1.0,4.0,51,52,4.0,8.0,26,50,4.0,7.0,0.0
76,Creative,1,10,15,42,0.0,3.0,64,0.0,28,6.0,3.0,9,6.0,119,55,0.0,5.0,10,0.0,3.0,0.0,2.0,344,2.0,2.0,2.0,1.0,6.0,63.0,52,0.0,3.0,27,21,5.0,5.0,25,4.0,3.0,0.0,3.0,35,19,37,72,89,10,93,9,109,3.0,0.0,7.0,1.0,4.0,41,53,4.0,2.0,30,49,3.0,5.0,0.0
77,Creative,1,12,13,47,1.0,0.0,65,0.0,21,9.0,2.0,6,7.0,99,32,0.0,3.0,1,0.0,4.0,0.0,2.0,333,1.0,4.0,3.0,2.0,12.0,46.0,54,2.0,2.0,22,32,6.0,2.0,20,0.0,1.0,0.0,3.0,29,14,46,61,112,8,93,7,114,2.0,0.0,1.0,1.0,6.0,61,70,3.0,1.0,24,41,8.0,4.0,0.0
78,Creative,1,15,9,63,1.0,2.0,50,0.0,33,7.0,2.0,9,9.0,125,53,0.0,2.0,7,0.0,9.0,0.0,5.0,325,0.0,4.0,8.0,1.0,6.0,46.0,54,0.0,2.0,37,33,9.0,2.0,16,2.0,6.0,0.0,2.0,49,21,57,65,84,15,98,9,76,0.0,1.0,2.0,1.0,0.0,69,39,4.0,19.0,19,68,0.0,7.0,0.0
79,Creative,1,19,9,55,0.0,3.0,78,0.0,17,17.0,2.0,9,5.0,102,43,0.0,0.0,7,0.0,3.0,1.0,1.0,339,0.0,7.0,8.0,2.0,5.0,47.0,56,4.0,1.0,21,19,16.0,0.0,19,2.0,3.0,0.0,1.0,38,27,52,66,108,10,85,7,100,5.0,0.0,7.0,4.0,6.0,52,60,1.0,5.0,21,49,8.0,2.0,0.0
80,Creative,1,16,18,55,1.0,1.0,55,0.0,23,4.0,2.0,8,2.0,113,47,0.0,2.0,14,0.0,2.0,2.0,1.0,332,0.0,1.0,3.0,1.0,11.0,42.0,51,0.0,1.0,30,36,9.0,1.0,15,3.0,3.0,0.0,3.0,30,15,51,63,93,8,99,6,88,1.0,0.0,3.0,1.0,0.0,85,47,8.0,13.0,26,41,8.0,8.0,0.0
81,Creative,1,12,5,56,0.0,4.0,57,0.0,12,10.0,2.0,4,6.0,118,46,0.0,3.0,5,0.0,3.0,0.0,2.0,335,1.0,7.0,1.0,2.0,7.0,56.0,59,1.0,6.0,29,24,4.0,1.0,15,2.0,6.0,0.0,2.0,22,20,50,73,112,5,97,13,101,2.0,2.0,7.0,0.0,0.0,52,59,2.0,9.0,22,29,8.0,8.0,0.0
82,Creative,1,13,13,50,1.0,7.0,54,0.0,20,7.0,2.0,5,1.0,99,42,0.0,2.0,11,0.0,1.0,0.0,5.0,317,1.0,5.0,1.0,2.0,5.0,43.0,48,0.0,6.0,19,32,16.0,3.0,15,2.0,8.0,0.0,2.0,20,14,42,58,103,9,90,5,87,1.0,0.0,7.0,0.0,0.0,44,51,4.0,3.0,18,34,12.0,4.0,0.0
83,Creative,1,16,20,53,0.0,4.0,57,0.0,27,4.0,2.0,9,9.0,126,57,0.0,5.0,7,0.0,8.0,0.0,5.0,324,2.0,1.0,4.0,0.0,1.0,30.0,72,1.0,1.0,19,27,22.0,2.0,23,2.0,5.0,1.0,2.0,34,21,46,58,90,8,85,5,115,1.0,1.0,2.0,0.0,0.0,56,49,3.0,1.0,39,48,27.0,5.0,0.0
84,Creative,1,17,27,62,0.0,11.0,33,0.0,19,9.0,4.0,8,9.0,117,57,0.0,3.0,15,0.0,2.0,0.0,3.0,331,0.0,3.0,4.0,2.0,11.0,62.0,48,0.0,2.0,28,26,9.0,1.0,16,4.0,11.0,0.0,1.0,26,14,50,76,96,13,102,13,76,2.0,1.0,5.0,2.0,0.0,61,34,12.0,7.0,25,42,0.0,6.0,7.0
85,Creative,1,8,15,42,1.0,1.0,58,0.0,28,8.0,5.0,6,8.0,117,48,0.0,6.0,7,0.0,1.0,2.0,3.0,337,3.0,0.0,0.0,2.0,7.0,32.0,60,1.0,1.0,22,30,6.0,5.0,34,2.0,3.0,0.0,4.0,33,14,38,64,97,13,94,10,137,1.0,1.0,7.0,2.0,0.0,67,59,7.0,4.0,43,52,28.0,5.0,0.0
86,Creative,1,11,7,55,1.0,3.0,73,0.0,26,8.0,4.0,7,8.0,101,42,1.0,1.0,6,0.0,7.0,2.0,1.0,349,1.0,2.0,15.0,0.0,7.0,50.0,48,1.0,2.0,25,29,22.0,1.0,15,0.0,5.0,0.0,2.0,28,29,49,57,116,14,86,7,95,15.0,1.0,4.0,1.0,0.0,40,52,6.0,4.0,28,50,3.0,0.0,0.0
87,Creative,1,14,12,50,0.0,0.0,45,0.0,33,11.0,2.0,10,8.0,99,45,1.0,3.0,3,0.0,3.0,1.0,4.0,321,1.0,6.0,5.0,0.0,3.0,50.0,50,1.0,0.0,22,27,13.0,3.0,16,1.0,0.0,0.0,2.0,38,19,50,63,99,11,90,8,105,4.0,0.0,4.0,2.0,0.0,42,46,4.0,9.0,40,57,4.0,0.0,0.0
88,Creative,1,23,20,79,0.0,4.0,56,0.0,35,7.0,2.0,16,9.0,114,48,0.0,9.0,5,0.0,4.0,1.0,6.0,358,3.0,1.0,2.0,0.0,0.0,40.0,40,2.0,1.0,26,44,22.0,2.0,17,2.0,5.0,0.0,2.0,50,12,74,68,89,15,112,17,80,2.0,0.0,3.0,2.0,17.0,78,35,6.0,3.0,27,74,8.0,11.0,0.0
89,Creative,1,12,11,54,1.0,3.0,62,0.0,23,11.0,4.0,8,4.0,132,48,0.0,4.0,5,0.0,2.0,0.0,3.0,347,2.0,3.0,3.0,0.0,5.0,18.0,72,4.0,3.0,27,30,4.0,0.0,17,0.0,5.0,0.0,2.0,28,22,46,71,107,7,101,8,89,4.0,1.0,5.0,0.0,0.0,91,51,8.0,9.0,18,39,44.0,4.0,0.0
90,Creative,1,33,5,64,0.0,3.0,61,0.0,23,12.0,6.0,15,9.0,136,58,0.0,2.0,10,0.0,7.0,0.0,1.0,378,0.0,4.0,9.0,0.0,13.0,59.0,64,1.0,5.0,20,32,12.0,2.0,15,2.0,5.0,0.0,2.0,30,28,58,77,118,18,109,16,82,9.0,2.0,5.0,1.0,0.0,68,43,5.0,16.0,22,51,2.0,15.0,0.0
91,Creative,1,23,19,61,1.0,9.0,47,0.0,41,12.0,3.0,13,12.0,137,61,0.0,6.0,9,0.0,4.0,1.0,6.0,370,3.0,7.0,0.0,0.0,8.0,41.0,64,2.0,2.0,24,28,3.0,3.0,15,2.0,11.0,0.0,4.0,50,13,49,75,98,11,103,11,98,1.0,2.0,1.0,1.0,0.0,75,46,6.0,1.0,37,66,33.0,28.0,0.0
92,Creative,1,15,14,46,0.0,3.0,49,0.0,32,5.0,2.0,6,1.0,107,37,0.0,1.0,4,0.0,3.0,2.0,1.0,319,0.0,2.0,1.0,1.0,8.0,43.0,58,0.0,2.0,28,34,6.0,3.0,22,1.0,4.0,0.0,4.0,29,13,40,49,103,10,83,12,82,2.0,1.0,4.0,1.0,0.0,50,38,9.0,3.0,24,47,3.0,4.0,0.0
93,Creative,1,9,16,57,1.0,2.0,59,0.0,29,13.0,5.0,5,10.0,102,42,1.0,3.0,1,0.0,5.0,2.0,5.0,311,2.0,2.0,0.0,1.0,4.0,17.0,64,6.0,2.0,13,32,9.0,2.0,22,1.0,4.0,0.0,4.0,28,16,53,55,85,10,87,7,99,2.0,1.0,7.0,0.0,0.0,65,50,1.0,1.0,30,47,35.0,2.0,2.0
94,Creative,1,20,27,66,4.0,10.0,50,0.0,25,7.0,3.0,5,8.0,113,52,0.0,3.0,12,0.0,6.0,0.0,4.0,360,2.0,1.0,6.0,1.0,2.0,52.0,49,2.0,5.0,26,36,8.0,1.0,27,5.0,15.0,1.0,1.0,33,20,50,73,104,11,109,10,111,1.0,0.0,2.0,1.0,0.0,43,51,7.0,5.0,30,52,16.0,10.0,0.0
95,Creative,1,15,9,70,0.0,1.0,43,1.0,29,6.0,4.0,6,8.0,125,51,0.0,5.0,4,0.0,5.0,0.0,3.0,326,1.0,1.0,2.0,0.0,11.0,39.0,63,0.0,5.0,29,29,12.0,2.0,10,1.0,5.0,0.0,4.0,33,18,65,76,89,11,105,7,86,1.0,4.0,5.0,1.0,16.0,83,45,8.0,17.0,29,52,4.0,2.0,0.0
96,Creative,1,15,14,53,0.0,4.0,59,0.0,25,6.0,2.0,9,7.0,127,47,1.0,3.0,10,0.0,5.0,0.0,3.0,336,1.0,2.0,4.0,0.0,1.0,37.0,64,0.0,2.0,25,38,9.0,2.0,14,1.0,4.0,0.0,5.0,26,22,46,61,87,13,99,9,92,1.0,0.0,5.0,2.0,0.0,61,51,6.0,4.0,27,44,20.0,7.0,0.0
97,Creative,1,19,17,67,1.0,4.0,88,0.0,42,18.0,9.0,7,9.0,128,52,0.0,9.0,12,0.0,5.0,1.0,3.0,438,6.0,3.0,9.0,1.0,6.0,51.0,58,4.0,1.0,22,34,10.0,2.0,28,2.0,7.0,0.0,6.0,43,36,60,60,129,18,94,20,136,3.0,1.0,11.0,2.0,0.0,53,66,11.0,6.0,39,71,3.0,5.0,0.0
98,Creative,1,19,21,68,2.0,4.0,56,0.0,41,8.0,2.0,10,10.0,130,44,0.0,4.0,5,0.0,1.0,1.0,8.0,389,3.0,4.0,4.0,0.0,3.0,27.0,66,0.0,2.0,28,38,8.0,0.0,29,0.0,9.0,0.0,4.0,48,14,59,70,101,9,108,27,99,3.0,1.0,5.0,2.0,4.0,89,43,5.0,2.0,28,65,37.0,10.0,0.0
99,Creative,1,14,11,61,0.0,4.0,48,0.0,18,3.0,2.0,7,4.0,101,43,0.0,2.0,6,0.0,7.0,0.0,6.0,296,0.0,0.0,1.0,4.0,5.0,31.0,55,0.0,1.0,23,18,10.0,4.0,13,3.0,4.0,0.0,1.0,27,14,57,71,87,7,89,10,84,2.0,0.0,3.0,1.0,26.0,87,44,4.0,2.0,27,38,12.0,6.0,0.0
100,Creative,1,13,13,65,0.0,3.0,60,0.0,21,12.0,7.0,9,9.0,113,56,0.0,2.0,8,0.0,5.0,1.0,8.0,316,0.0,3.0,4.0,0.0,7.0,0.0,52,1.0,3.0,23,21,5.0,1.0,16,2.0,5.0,0.0,4.0,30,22,60,60,92,12,81,5,92,1.0,2.0,8.0,2.0,42.0,103,50,6.0,12.0,23,44,6.0,4.0,0.0
101,Creative,1,9,13,44,1.0,3.0,60,0.0,21,8.0,1.0,8,2.0,108,41,0.0,2.0,9,0.0,6.0,1.0,2.0,311,0.0,4.0,5.0,0.0,9.0,41.0,53,3.0,4.0,23,24,12.0,2.0,16,2.0,4.0,0.0,2.0,35,23,40,51,101,2,75,8,103,6.0,0.0,4.0,0.0,4.0,46,59,13.0,1.0,26,41,5.0,1.0,0.0
102,Creative,1,15,14,67,1.0,4.0,60,0.0,35,7.0,1.0,11,10.0,119,41,1.0,6.0,6,1.0,6.0,2.0,5.0,356,3.0,4.0,2.0,1.0,4.0,31.0,55,0.0,4.0,18,46,13.0,3.0,15,2.0,6.0,0.0,2.0,40,18,59,64,91,23,110,14,88,3.0,0.0,5.0,2.0,0.0,72,32,6.0,5.0,40,69,28.0,3.0,0.0
103,Creative,1,21,11,58,0.0,2.0,53,0.0,30,13.0,1.0,10,9.0,115,49,0.0,4.0,4,1.0,7.0,0.0,9.0,321,3.0,2.0,3.0,7.0,13.0,33.0,51,10.0,5.0,23,33,12.0,0.0,10,1.0,5.0,0.0,6.0,28,19,52,47,91,16,80,11,74,3.0,3.0,1.0,0.0,10.0,74,41,4.0,4.0,20,49,0.0,4.0,0.0
104,Creative,1,18,19,46,0.0,3.0,48,0.0,24,5.0,0.0,9,6.0,115,49,0.0,2.0,14,0.0,2.0,0.0,0.0,339,0.0,2.0,4.0,1.0,7.0,53.0,45,0.0,1.0,36,30,14.0,0.0,18,3.0,3.0,0.0,1.0,38,15,42,71,100,6,101,12,78,2.0,0.0,3.0,3.0,6.0,55,37,6.0,7.0,25,47,5.0,4.0,0.0
105,Creative,1,25,7,52,0.0,1.0,47,0.0,27,4.0,3.0,12,6.0,108,45,0.0,0.0,3,0.0,2.0,0.0,2.0,307,0.0,1.0,0.0,0.0,3.0,11.0,62,0.0,3.0,18,33,6.0,1.0,15,2.0,1.0,0.0,2.0,24,17,50,56,89,16,89,8,87,0.0,0.0,7.0,0.0,0.0,67,48,1.0,5.0,20,45,40.0,4.0,0.0
106,Creative,1,25,13,62,0.0,1.0,60,0.0,23,8.0,4.0,5,9.0,124,54,0.0,1.0,4,0.0,2.0,0.0,6.0,306,2.0,3.0,1.0,0.0,2.0,10.0,70,0.0,3.0,28,19,4.0,1.0,24,2.0,4.0,0.0,5.0,34,12,57,51,84,5,70,9,98,3.0,0.0,5.0,1.0,0.0,65,43,7.0,0.0,31,42,40.0,11.0,1.0
107,Creative,1,19,10,45,0.0,0.0,58,0.0,24,15.0,5.0,10,2.0,96,40,0.0,1.0,5,0.0,1.0,0.0,0.0,315,1.0,6.0,5.0,1.0,4.0,40.0,49,1.0,0.0,25,25,8.0,1.0,14,0.0,0.0,0.0,3.0,36,16,44,59,92,4,84,14,100,7.0,0.0,5.0,3.0,6.0,45,53,2.0,2.0,30,44,11.0,4.0,0.0
108,Creative,1,16,11,48,2.0,3.0,46,0.0,27,10.0,2.0,9,7.0,136,50,0.0,6.0,11,0.0,5.0,0.0,5.0,324,2.0,5.0,3.0,2.0,3.0,30.0,70,2.0,4.0,23,38,7.0,3.0,25,4.0,5.0,0.0,2.0,27,20,43,56,97,17,94,5,117,3.0,0.0,4.0,1.0,0.0,53,62,12.0,2.0,28,53,22.0,6.0,2.0
109,Creative,1,25,9,52,1.0,1.0,62,0.0,27,7.0,2.0,9,9.0,98,39,0.0,1.0,6,0.0,4.0,0.0,2.0,315,0.0,4.0,2.0,0.0,4.0,37.0,41,1.0,5.0,23,17,8.0,1.0,15,1.0,3.0,0.0,3.0,32,11,47,60,97,12,77,10,88,2.0,1.0,0.0,0.0,0.0,59,55,4.0,16.0,13,47,7.0,15.0,0.0
110,Creative,1,17,19,64,0.0,8.0,45,0.0,33,13.0,2.0,5,7.0,114,54,1.0,4.0,6,0.0,5.0,2.0,1.0,325,2.0,5.0,3.0,0.0,7.0,26.0,55,5.0,2.0,26,33,11.0,3.0,18,2.0,8.0,2.0,0.0,49,17,55,64,86,6,97,10,81,0.0,0.0,4.0,1.0,23.0,86,36,9.0,2.0,28,62,13.0,3.0,0.0
111,Creative,1,14,24,63,2.0,9.0,57,0.0,45,10.0,3.0,8,5.0,139,58,0.0,13.0,11,0.0,5.0,1.0,5.0,389,9.0,4.0,3.0,1.0,4.0,61.0,56,3.0,2.0,36,39,6.0,2.0,19,1.0,15.0,0.0,4.0,41,15,47,75,100,13,114,7,114,0.0,3.0,3.0,1.0,2.0,48,51,8.0,2.0,43,73,10.0,6.0,0.0
112,Creative,1,11,12,56,0.0,2.0,58,0.0,25,7.0,4.0,5,4.0,117,45,0.0,4.0,6,0.0,4.0,1.0,6.0,334,3.0,1.0,6.0,1.0,6.0,26.0,66,0.0,4.0,24,24,4.0,3.0,14,0.0,3.0,0.0,3.0,27,23,52,68,100,9,92,12,84,4.0,0.0,7.0,2.0,1.0,83,42,4.0,10.0,28,44,30.0,10.0,1.0
113,Creative,1,26,17,47,0.0,9.0,44,0.0,17,5.0,1.0,7,2.0,107,46,0.0,1.0,15,1.0,1.0,0.0,3.0,302,0.0,3.0,0.0,2.0,4.0,60.0,42,2.0,6.0,26,23,5.0,1.0,13,6.0,9.0,0.0,3.0,22,13,36,60,93,4,83,11,94,1.0,0.0,0.0,0.0,0.0,28,57,9.0,0.0,23,30,0.0,28.0,0.0
114,Creative,1,22,19,49,0.0,8.0,46,0.0,20,6.0,2.0,7,6.0,107,47,0.0,3.0,10,0.0,4.0,0.0,1.0,329,0.0,1.0,3.0,0.0,8.0,51.0,53,2.0,4.0,18,24,10.0,0.0,26,2.0,9.0,0.0,4.0,17,19,36,68,106,17,92,6,99,2.0,1.0,4.0,1.0,0.0,53,46,12.0,7.0,25,36,10.0,12.0,0.0
115,Creative,1,4,12,35,0.0,0.0,63,0.0,16,8.0,3.0,5,5.0,97,41,1.0,1.0,4,0.0,3.0,0.0,4.0,308,0.0,4.0,1.0,0.0,3.0,35.0,59,1.0,1.0,18,21,9.0,0.0,23,0.0,0.0,0.0,4.0,21,14,32,54,106,8,75,7,97,4.0,0.0,5.0,0.0,0.0,53,51,3.0,2.0,22,32,17.0,1.0,0.0
116,Creative,1,19,14,60,0.0,4.0,58,0.0,38,6.0,1.0,14,7.0,133,52,0.0,7.0,13,0.0,8.0,0.0,4.0,374,1.0,3.0,2.0,0.0,12.0,38.0,54,2.0,3.0,33,47,8.0,2.0,16,2.0,6.0,0.0,1.0,51,25,54,58,105,16,105,14,97,2.0,2.0,10.0,0.0,0.0,73,52,7.0,19.0,26,73,1.0,3.0,0.0
117,Creative,1,15,13,48,0.0,2.0,64,0.0,21,14.0,5.0,8,7.0,113,49,0.0,3.0,11,0.0,4.0,1.0,3.0,367,1.0,4.0,0.0,0.0,8.0,63.0,51,4.0,3.0,26,30,7.0,3.0,30,1.0,4.0,0.0,2.0,43,20,44,77,113,6,107,13,125,2.0,2.0,9.0,2.0,11.0,45,72,7.0,1.0,18,51,2.0,0.0,0.0
118,Creative,1,18,10,68,2.0,1.0,62,0.0,30,2.0,1.0,6,5.0,117,49,0.0,2.0,4,0.0,10.0,1.0,6.0,337,0.0,0.0,2.0,0.0,14.0,39.0,62,0.0,1.0,29,28,24.0,3.0,13,0.0,3.0,0.0,2.0,37,21,65,60,99,11,88,14,79,1.0,0.0,6.0,1.0,1.0,79,41,8.0,9.0,26,52,11.0,3.0,0.0
119,Creative,1,19,18,61,1.0,4.0,56,0.0,32,7.0,3.0,13,3.0,126,54,0.0,4.0,6,0.0,3.0,0.0,5.0,363,2.0,3.0,0.0,1.0,2.0,30.0,69,1.0,2.0,27,27,10.0,1.0,25,1.0,5.0,0.0,3.0,46,13,56,70,106,9,97,18,96,2.0,0.0,6.0,1.0,6.0,75,47,4.0,3.0,23,61,31.0,8.0,0.0
120,Creative,1,16,15,50,0.0,6.0,62,0.0,23,7.0,1.0,10,4.0,113,49,0.0,4.0,5,0.0,1.0,0.0,4.0,352,1.0,1.0,1.0,0.0,8.0,60.0,44,3.0,3.0,34,23,17.0,5.0,28,3.0,8.0,0.0,3.0,33,12,40,74,102,4,97,12,115,3.0,3.0,3.0,2.0,9.0,55,58,10.0,1.0,27,43,4.0,7.0,0.0
121,Creative,1,8,17,41,0.0,1.0,57,0.0,35,11.0,0.0,9,5.0,113,42,2.0,4.0,7,0.0,5.0,1.0,6.0,346,1.0,5.0,7.0,2.0,6.0,34.0,54,6.0,3.0,23,35,15.0,1.0,16,0.0,1.0,0.0,2.0,42,23,40,60,103,7,95,12,103,3.0,0.0,3.0,0.0,4.0,72,53,5.0,4.0,33,53,18.0,4.0,0.0
122,Creative,1,24,14,52,0.0,2.0,45,0.0,22,5.0,2.0,8,7.0,117,47,0.0,5.0,8,0.0,0.0,1.0,1.0,302,2.0,0.0,2.0,2.0,7.0,23.0,57,2.0,4.0,18,28,8.0,2.0,20,2.0,3.0,0.0,3.0,30,11,48,54,85,12,82,14,82,1.0,0.0,5.0,1.0,0.0,72,41,9.0,3.0,20,46,27.0,10.0,0.0
123,Creative,1,11,9,52,0.0,3.0,74,0.0,22,9.0,4.0,7,6.0,91,36,0.0,2.0,11,0.0,6.0,2.0,2.0,313,1.0,1.0,9.0,1.0,7.0,41.0,36,4.0,4.0,18,20,15.0,2.0,12,2.0,5.0,0.0,2.0,30,27,47,43,111,7,63,9,85,10.0,3.0,4.0,1.0,0.0,29,44,11.0,0.0,25,40,2.0,0.0,0.0
124,Creative,1,19,20,59,0.0,7.0,41,0.0,23,7.0,2.0,8,9.0,103,42,0.0,3.0,5,0.0,6.0,0.0,0.0,312,0.0,1.0,1.0,0.0,12.0,55.0,47,2.0,1.0,24,33,9.0,3.0,12,1.0,10.0,0.0,1.0,30,16,49,65,89,14,98,16,91,1.0,2.0,4.0,2.0,0.0,53,48,6.0,4.0,30,46,6.0,12.0,0.0
125,Creative,1,26,13,73,0.0,0.0,45,0.0,25,9.0,3.0,12,12.0,121,39,0.0,7.0,4,0.0,7.0,0.0,8.0,301,3.0,2.0,2.0,0.0,3.0,30.0,51,2.0,3.0,23,30,32.0,3.0,13,1.0,1.0,0.0,2.0,42,17,70,58,90,11,88,9,73,3.0,1.0,5.0,2.0,15.0,79,29,3.0,2.0,29,60,11.0,7.0,0.0
126,Creative,1,12,8,48,0.0,0.0,50,0.0,27,17.0,1.0,5,7.0,114,50,0.0,2.0,7,0.0,3.0,0.0,4.0,341,1.0,7.0,6.0,0.0,8.0,37.0,70,7.0,2.0,18,24,16.0,4.0,26,0.0,0.0,0.0,3.0,31,16,48,65,114,13,89,12,115,4.0,0.0,2.0,3.0,16.0,67,57,3.0,0.0,29,47,12.0,8.0,0.0
127,Creative,1,15,12,45,0.0,5.0,57,0.0,25,9.0,2.0,13,3.0,118,47,0.0,2.0,4,0.0,2.0,1.0,2.0,333,1.0,3.0,2.0,1.0,7.0,55.0,59,3.0,2.0,30,23,6.0,2.0,28,2.0,5.0,0.0,4.0,29,10,39,69,100,9,92,7,116,3.0,0.0,2.0,2.0,3.0,40,65,5.0,3.0,22,43,7.0,2.0,0.0
128,Creative,1,17,14,69,0.0,5.0,54,1.0,31,2.0,1.0,13,5.0,137,57,0.0,2.0,11,1.0,8.0,0.0,5.0,346,0.0,0.0,4.0,1.0,11.0,38.0,65,1.0,5.0,28,35,7.0,2.0,11,2.0,9.0,0.0,1.0,37,18,59,65,93,14,100,11,78,1.0,5.0,1.0,0.0,14.0,98,43,14.0,5.0,23,60,8.0,4.0,0.0
129,Creative,1,20,15,69,0.0,10.0,56,1.0,24,5.0,3.0,10,4.0,116,44,0.0,1.0,3,0.0,5.0,0.0,2.0,345,0.0,1.0,6.0,1.0,7.0,59.0,50,0.0,3.0,39,40,12.0,1.0,12,1.0,11.0,1.0,2.0,28,14,58,67,100,10,107,7,88,3.0,0.0,0.0,1.0,0.0,69,48,10.0,7.0,28,45,1.0,6.0,0.0
