Subject_ID,Group,Experimental_condition,achieve,adverb,affect,anger,anx,article,assent,auxverb,bio,body,cause,certain,cogmech,conj,death,discrep,excl,family,feel,filler,friend,funct,future,health,hear,home,humans,i,incl,ingest,inhib,insight,ipron,leisure,money,motion,negate,negemo,nonfl,number,past,percept,posemo,ppron,preps,present,pronoun,quant,relativ,relig,sad,see,sexual,shehe,social,space,tentat,they,time,verb,we,work,you
1,Analytic,0,15,11,43,2.0,2.0,48,0.0,19,5,4.0,9,5.0,95,28,0.0,5.0,3,5.0,0.0,0.0,2.0,279,0.0,0.0,2.0,2.0,9,0.0,29,0.0,7.0,27,18,1.0,1.0,14,2.0,8.0,0.0,2.0,27,8,35,63,87,17,81,11,78,1.0,4.0,5.0,1.0,50.0,101,38,10.0,6.0,25,45,7.0,6.0,0.0
2,Analytic,0,7,24,42,1.0,7.0,55,2.0,39,5,4.0,2,10.0,125,44,0.0,9.0,15,0.0,6.0,2.0,4.0,386,3.0,0.0,6.0,5.0,6,69.0,40,0.0,3.0,37,45,4.0,2.0,17,2.0,10.0,1.0,2.0,48,16,31,77,97,10,122,14,103,0.0,3.0,3.0,1.0,1.0,54,62,19.0,2.0,26,70,4.0,6.0,1.0
3,Analytic,0,10,15,49,2.0,5.0,51,0.0,25,3,0.0,4,1.0,132,55,1.0,10.0,11,0.0,6.0,1.0,1.0,362,2.0,3.0,4.0,3.0,3,69.0,48,0.0,3.0,53,32,4.0,1.0,14,3.0,11.0,0.0,0.0,34,14,38,78,106,17,110,14,83,0.0,1.0,3.0,0.0,0.0,45,50,10.0,6.0,21,61,3.0,2.0,0.0
4,Analytic,0,15,16,47,6.0,1.0,63,1.0,37,5,4.0,8,9.0,121,51,0.0,5.0,12,0.0,3.0,2.0,0.0,369,3.0,1.0,7.0,1.0,13,58.0,43,0.0,2.0,23,30,5.0,2.0,16,5.0,10.0,0.0,1.0,33,16,36,73,97,17,103,12,95,1.0,1.0,3.0,0.0,0.0,58,44,19.0,10.0,34,57,4.0,9.0,0.0
5,Analytic,0,18,31,57,2.0,7.0,51,0.0,36,7,5.0,8,7.0,128,54,0.0,12.0,18,0.0,7.0,2.0,0.0,400,3.0,2.0,2.0,2.0,11,67.0,31,0.0,6.0,45,34,4.0,1.0,15,3.0,15.0,0.0,1.0,44,15,40,83,121,17,117,10,108,0.0,2.0,3.0,0.0,6.0,59,60,27.0,9.0,33,75,1.0,13.0,0.0
6,Analytic,0,7,24,46,1.0,4.0,46,1.0,30,8,1.0,11,6.0,103,36,0.0,9.0,14,0.0,4.0,0.0,1.0,385,2.0,5.0,7.0,5.0,2,76.0,28,2.0,4.0,29,37,7.0,4.0,16,2.0,7.0,0.0,3.0,42,18,39,100,115,6,137,7,106,1.0,2.0,2.0,0.0,14.0,51,53,14.0,1.0,36,58,8.0,3.0,1.0
7,Analytic,0,18,27,47,8.0,4.0,55,0.0,34,7,5.0,11,7.0,133,43,0.0,11.0,9,0.0,4.0,1.0,0.0,383,4.0,2.0,9.0,0.0,5,64.0,45,0.0,6.0,39,35,2.0,2.0,15,5.0,15.0,3.0,0.0,33,21,29,79,110,20,114,15,94,0.0,1.0,6.0,0.0,0.0,38,45,10.0,8.0,33,68,7.0,11.0,0.0
8,Analytic,0,11,20,35,3.0,3.0,53,0.0,33,10,3.0,2,6.0,123,46,0.0,13.0,16,0.0,5.0,1.0,1.0,371,5.0,5.0,4.0,0.0,1,77.0,38,2.0,5.0,39,35,5.0,1.0,13,1.0,13.0,1.0,1.0,42,15,22,83,102,7,118,11,94,0.0,6.0,5.0,0.0,0.0,25,59,17.0,6.0,20,61,0.0,10.0,0.0
9,Analytic,0,22,17,45,4.0,4.0,65,0.0,32,9,5.0,6,3.0,116,50,0.0,9.0,13,0.0,6.0,2.0,3.0,393,1.0,3.0,3.0,4.0,2,79.0,46,1.0,2.0,36,26,8.0,0.0,11,2.0,13.0,0.0,2.0,38,13,32,92,104,11,118,18,87,0.0,2.0,4.0,0.0,0.0,49,52,10.0,12.0,24,59,1.0,17.0,0.0
10,Analytic,0,12,19,44,2.0,5.0,52,0.0,18,14,10.0,4,7.0,122,35,0.0,6.0,8,0.0,6.0,0.0,0.0,374,0.0,3.0,9.0,1.0,3,52.0,41,0.0,10.0,34,22,7.0,1.0,14,2.0,9.0,0.0,1.0,34,32,35,105,123,14,127,10,97,1.0,2.0,15.0,1.0,35.0,88,58,13.0,5.0,25,51,2.0,11.0,11.0
11,Analytic,0,36,21,44,4.0,6.0,41,0.0,37,1,0.0,6,7.0,117,52,0.0,9.0,6,0.0,4.0,2.0,0.0,353,1.0,1.0,0.0,0.0,3,46.0,48,0.0,6.0,28,36,2.0,1.0,11,4.0,17.0,1.0,2.0,39,9,25,71,89,11,107,18,82,1.0,3.0,3.0,0.0,0.0,54,35,11.0,8.0,37,59,17.0,36.0,0.0
12,Analytic,0,7,19,42,2.0,3.0,58,0.0,31,7,2.0,4,5.0,90,36,0.0,7.0,12,0.0,5.0,0.0,0.0,349,0.0,4.0,6.0,0.0,6,57.0,30,1.0,5.0,24,20,1.0,2.0,10,6.0,6.0,0.0,3.0,43,20,36,78,102,1,98,12,99,1.0,1.0,5.0,0.0,15.0,49,56,11.0,3.0,31,52,3.0,4.0,0.0
13,Analytic,0,10,20,50,2.0,8.0,62,1.0,32,6,3.0,4,5.0,127,48,0.0,10.0,17,0.0,6.0,0.0,0.0,391,2.0,2.0,9.0,1.0,4,63.0,43,0.0,4.0,37,34,7.0,0.0,17,4.0,12.0,1.0,2.0,31,16,36,70,111,13,104,23,92,0.0,3.0,1.0,1.0,0.0,38,46,17.0,2.0,28,55,4.0,12.0,0.0
14,Analytic,0,7,12,54,1.0,8.0,47,0.0,16,11,2.0,6,1.0,100,42,0.0,6.0,8,0.0,5.0,0.0,6.0,334,3.0,4.0,5.0,2.0,6,62.0,43,4.0,3.0,25,25,5.0,2.0,15,1.0,11.0,0.0,2.0,25,16,42,85,111,10,110,8,88,0.0,2.0,5.0,1.0,10.0,64,57,12.0,0.0,15,39,13.0,3.0,0.0
15,Analytic,0,22,35,57,5.0,7.0,46,0.0,38,6,2.0,5,6.0,149,65,0.0,12.0,21,0.0,3.0,2.0,3.0,403,4.0,3.0,3.0,0.0,3,71.0,50,0.0,4.0,43,39,5.0,1.0,15,1.0,18.0,1.0,1.0,42,16,37,80,112,15,119,10,109,1.0,3.0,7.0,1.0,4.0,35,53,20.0,2.0,39,69,2.0,13.0,1.0
16,Analytic,0,9,16,41,3.0,4.0,61,0.0,27,7,2.0,7,11.0,124,39,0.0,7.0,8,5.0,5.0,1.0,2.0,374,3.0,5.0,7.0,6.0,4,71.0,33,0.0,10.0,37,35,10.0,2.0,18,4.0,12.0,1.0,3.0,30,17,29,87,98,14,122,14,105,0.0,4.0,4.0,0.0,11.0,49,56,11.0,0.0,32,51,1.0,10.0,4.0
17,Analytic,0,6,24,45,4.0,5.0,46,2.0,34,8,4.0,4,8.0,128,44,0.0,10.0,14,0.0,10.0,2.0,3.0,368,2.0,2.0,10.0,3.0,6,56.0,42,1.0,3.0,35,35,6.0,3.0,12,6.0,14.0,1.0,1.0,41,29,30,88,96,18,123,9,99,1.0,2.0,5.0,1.0,14.0,73,57,18.0,10.0,32,67,6.0,4.0,2.0
18,Analytic,0,16,19,47,9.0,4.0,55,0.0,28,6,5.0,7,5.0,113,41,0.0,10.0,10,0.0,4.0,0.0,1.0,365,3.0,1.0,11.0,1.0,6,69.0,38,0.0,8.0,30,27,5.0,1.0,20,1.0,18.0,0.0,2.0,32,18,29,93,100,16,120,13,94,0.0,4.0,3.0,0.0,4.0,50,48,12.0,16.0,28,54,2.0,7.0,2.0
19,Analytic,0,8,15,27,1.0,0.0,39,0.0,44,6,1.0,4,9.0,97,40,0.0,10.0,8,0.0,3.0,0.0,0.0,330,2.0,3.0,4.0,1.0,3,53.0,31,1.0,2.0,27,29,1.0,0.0,6,6.0,7.0,0.0,1.0,30,11,19,63,92,20,92,15,66,0.0,2.0,3.0,1.0,0.0,29,43,8.0,9.0,16,59,1.0,11.0,0.0
20,Analytic,0,5,16,31,1.0,5.0,54,0.0,19,12,4.0,4,4.0,104,41,1.0,7.0,7,0.0,4.0,0.0,0.0,344,2.0,2.0,8.0,2.0,8,45.0,46,6.0,4.0,25,31,3.0,1.0,12,1.0,17.0,0.0,4.0,30,21,14,72,103,5,103,16,118,1.0,9.0,5.0,0.0,12.0,55,72,14.0,1.0,31,41,14.0,2.0,0.0
21,Analytic,0,18,21,47,1.0,5.0,33,0.0,29,6,2.0,7,11.0,125,45,0.0,8.0,12,0.0,3.0,1.0,0.0,339,1.0,3.0,3.0,2.0,8,71.0,35,0.0,5.0,47,35,2.0,3.0,21,4.0,12.0,1.0,3.0,32,12,35,74,98,16,109,11,92,0.0,5.0,1.0,1.0,0.0,28,46,12.0,0.0,26,51,3.0,10.0,0.0
22,Analytic,0,7,5,43,0.0,8.0,59,1.0,22,4,4.0,6,2.0,107,29,0.0,9.0,9,0.0,6.0,0.0,4.0,322,2.0,0.0,11.0,1.0,6,49.0,40,0.0,4.0,34,26,9.0,4.0,11,5.0,10.0,0.0,4.0,30,24,32,63,105,16,89,15,84,4.0,3.0,5.0,0.0,1.0,50,55,8.0,4.0,16,54,9.0,6.0,0.0
23,Analytic,0,5,19,52,2.0,4.0,47,3.0,38,12,4.0,4,12.0,124,34,0.0,12.0,7,0.0,2.0,1.0,4.0,390,2.0,2.0,9.0,0.0,9,57.0,32,6.0,6.0,39,42,13.0,5.0,7,2.0,14.0,0.0,4.0,45,16,38,97,107,10,139,14,89,3.0,5.0,5.0,0.0,21.0,86,52,17.0,5.0,29,69,12.0,6.0,2.0
24,Analytic,0,7,17,47,2.0,3.0,53,0.0,28,11,2.0,5,5.0,99,46,0.0,4.0,11,0.0,2.0,0.0,3.0,365,1.0,4.0,7.0,0.0,7,60.0,38,3.0,5.0,29,25,10.0,2.0,18,0.0,8.0,0.0,1.0,41,18,38,88,113,5,113,11,97,2.0,2.0,6.0,2.0,17.0,61,57,10.0,0.0,19,53,9.0,10.0,1.0
25,Analytic,0,12,18,51,3.0,7.0,59,0.0,19,5,5.0,2,3.0,92,34,0.0,13.0,7,1.0,4.0,2.0,5.0,348,3.0,0.0,2.0,0.0,13,3.0,35,0.0,7.0,23,26,10.0,0.0,18,1.0,13.0,0.0,2.0,28,12,38,77,111,8,103,11,102,0.0,1.0,4.0,0.0,65.0,112,55,9.0,5.0,32,46,2.0,5.0,2.0
26,Analytic,0,9,20,48,11.0,5.0,43,0.0,22,3,0.0,6,6.0,82,37,0.0,4.0,8,0.0,4.0,0.0,6.0,359,1.0,2.0,8.0,14.0,5,76.0,31,0.0,8.0,16,22,2.0,2.0,16,4.0,20.0,0.0,7.0,35,14,27,99,104,8,121,13,113,1.0,1.0,1.0,1.0,0.0,51,59,6.0,22.0,35,47,1.0,6.0,0.0
27,Analytic,0,8,23,52,2.0,4.0,58,0.0,38,11,5.0,8,9.0,132,48,0.0,9.0,16,0.0,7.0,2.0,2.0,415,2.0,1.0,9.0,11.0,3,78.0,46,4.0,7.0,32,27,2.0,1.0,11,4.0,9.0,0.0,2.0,54,26,43,105,118,10,132,9,114,1.0,3.0,6.0,1.0,14.0,69,73,17.0,1.0,30,76,5.0,3.0,7.0
28,Analytic,0,5,14,42,1.0,2.0,63,1.0,29,10,4.0,11,9.0,140,44,0.0,13.0,18,6.0,7.0,1.0,1.0,387,5.0,5.0,4.0,7.0,7,78.0,36,1.0,4.0,39,39,8.0,1.0,11,8.0,6.0,1.0,3.0,26,17,36,84,102,16,123,15,95,1.0,1.0,4.0,0.0,4.0,53,57,23.0,2.0,24,58,0.0,4.0,0.0
29,Analytic,0,8,18,43,0.0,3.0,37,0.0,26,8,0.0,5,9.0,126,46,0.0,9.0,7,0.0,1.0,0.0,3.0,375,3.0,4.0,6.0,0.0,4,83.0,45,3.0,6.0,37,30,10.0,5.0,14,4.0,8.0,0.0,3.0,46,18,35,111,104,7,141,16,108,0.0,5.0,6.0,1.0,19.0,64,65,7.0,3.0,29,63,6.0,9.0,0.0
30,Analytic,0,19,16,41,3.0,1.0,47,0.0,41,8,3.0,8,5.0,116,37,2.0,6.0,13,0.0,5.0,0.0,0.0,379,1.0,4.0,5.0,5.0,4,78.0,25,1.0,6.0,39,36,5.0,1.0,12,3.0,6.0,1.0,2.0,52,13,31,81,111,4,117,17,92,0.0,1.0,2.0,0.0,0.0,26,59,21.0,3.0,18,67,0.0,9.0,0.0
31,Analytic,0,13,24,64,18.0,5.0,57,0.0,37,8,7.0,12,4.0,133,57,0.0,10.0,17,1.0,8.0,1.0,0.0,426,5.0,0.0,5.0,1.0,6,63.0,40,1.0,7.0,33,29,6.0,4.0,15,5.0,28.0,0.0,6.0,48,17,36,94,128,19,123,12,113,1.0,3.0,4.0,0.0,5.0,66,57,22.0,24.0,42,85,2.0,5.0,0.0
32,Analytic,0,13,20,42,9.0,4.0,55,0.0,43,15,9.0,7,3.0,99,47,0.0,4.0,9,1.0,7.0,0.0,0.0,386,2.0,4.0,5.0,2.0,12,55.0,46,2.0,3.0,21,31,2.0,3.0,6,1.0,24.0,0.0,4.0,40,20,17,90,102,16,121,11,99,0.0,8.0,7.0,0.0,22.0,61,63,11.0,4.0,30,64,9.0,12.0,0.0
33,Analytic,0,15,17,45,4.0,2.0,51,0.0,23,8,3.0,11,4.0,100,38,0.0,6.0,8,0.0,2.0,0.0,0.0,325,1.0,3.0,1.0,1.0,6,55.0,42,2.0,4.0,23,33,3.0,1.0,15,2.0,7.0,0.0,2.0,27,8,38,68,98,9,101,10,90,0.0,1.0,3.0,0.0,0.0,39,51,10.0,9.0,24,43,4.0,7.0,0.0
34,Analytic,0,22,17,31,3.0,2.0,49,0.0,37,5,3.0,12,9.0,117,44,0.0,9.0,16,0.0,2.0,0.0,0.0,353,4.0,2.0,5.0,0.0,3,66.0,31,0.0,5.0,28,30,5.0,2.0,15,8.0,6.0,0.0,1.0,38,9,25,76,95,18,106,13,89,0.0,0.0,0.0,0.0,0.0,28,44,12.0,7.0,29,66,3.0,24.0,0.0
35,Analytic,0,12,22,43,0.0,2.0,77,0.0,37,5,1.0,7,5.0,145,48,0.0,7.0,15,0.0,5.0,2.0,3.0,433,0.0,1.0,4.0,2.0,9,53.0,46,1.0,5.0,46,44,13.0,2.0,23,4.0,3.0,0.0,3.0,52,13,38,73,116,12,117,25,108,1.0,1.0,1.0,2.0,0.0,76,53,10.0,12.0,31,72,8.0,11.0,0.0
36,Analytic,0,4,22,48,3.0,5.0,51,0.0,30,13,2.0,6,10.0,127,37,0.0,6.0,7,0.0,5.0,1.0,5.0,394,1.0,2.0,2.0,1.0,5,80.0,46,7.0,8.0,38,36,24.0,8.0,11,4.0,12.0,0.0,2.0,39,20,35,105,108,15,141,17,119,1.0,4.0,9.0,2.0,11.0,54,65,7.0,4.0,41,58,10.0,11.0,0.0
37,Analytic,0,8,17,41,5.0,4.0,38,0.0,30,4,2.0,6,3.0,115,51,0.0,7.0,9,1.0,4.0,0.0,7.0,330,1.0,2.0,4.0,14.0,3,0.0,52,0.0,7.0,31,25,4.0,3.0,14,1.0,15.0,0.0,2.0,38,15,25,78,91,7,103,14,98,1.0,4.0,4.0,0.0,60.0,104,50,5.0,12.0,32,55,6.0,4.0,0.0
38,Analytic,0,5,19,52,7.0,6.0,49,1.0,32,13,6.0,7,10.0,119,46,0.0,7.0,10,0.0,1.0,0.0,5.0,391,2.0,3.0,4.0,0.0,3,79.0,41,4.0,5.0,27,27,7.0,1.0,12,3.0,18.0,0.0,1.0,37,13,32,109,108,8,136,14,111,1.0,5.0,6.0,0.0,18.0,61,64,16.0,4.0,32,55,6.0,7.0,2.0
39,Analytic,0,8,18,47,2.0,3.0,54,0.0,15,8,3.0,5,5.0,109,38,0.0,6.0,12,0.0,4.0,0.0,7.0,333,1.0,0.0,8.0,0.0,4,55.0,41,4.0,3.0,27,25,26.0,5.0,19,0.0,8.0,0.0,3.0,29,21,37,82,96,11,107,12,94,3.0,2.0,6.0,1.0,10.0,65,52,11.0,2.0,23,48,11.0,12.0,3.0
40,Analytic,0,6,11,23,1.0,2.0,64,0.0,20,5,4.0,2,2.0,88,40,0.0,4.0,8,0.0,6.0,3.0,0.0,301,1.0,0.0,5.0,4.0,3,48.0,39,0.0,3.0,22,13,14.0,2.0,12,2.0,8.0,1.0,3.0,28,16,13,54,101,8,67,5,95,2.0,6.0,1.0,1.0,0.0,25,61,6.0,6.0,23,41,0.0,14.0,0.0
41,Analytic,0,8,25,57,2.0,7.0,51,0.0,30,5,3.0,3,4.0,118,48,0.0,6.0,9,0.0,6.0,0.0,4.0,375,1.0,1.0,4.0,2.0,5,78.0,54,1.0,7.0,30,28,6.0,1.0,16,0.0,25.0,2.0,3.0,34,14,31,94,103,12,122,12,105,1.0,11.0,3.0,0.0,2.0,47,64,9.0,14.0,27,57,0.0,6.0,0.0
42,Analytic,0,6,10,47,1.0,9.0,63,0.0,25,10,5.0,5,5.0,96,31,1.0,6.0,19,0.0,4.0,1.0,2.0,342,2.0,4.0,10.0,4.0,3,72.0,20,1.0,3.0,34,30,6.0,2.0,14,4.0,14.0,1.0,4.0,31,20,33,76,97,14,106,9,97,1.0,3.0,4.0,0.0,0.0,36,61,11.0,1.0,22,51,2.0,5.0,1.0
43,Analytic,0,24,17,34,2.0,4.0,49,0.0,41,6,2.0,12,7.0,142,51,1.0,10.0,23,0.0,4.0,0.0,0.0,373,8.0,2.0,8.0,1.0,5,69.0,42,2.0,5.0,36,28,7.0,1.0,12,9.0,7.0,1.0,1.0,24,16,26,84,92,25,112,14,69,0.0,0.0,4.0,0.0,0.0,47,34,15.0,7.0,19,64,8.0,23.0,0.0
44,Analytic,0,17,18,50,2.0,7.0,54,0.0,30,7,2.0,3,5.0,109,33,0.0,9.0,13,0.0,4.0,4.0,5.0,395,3.0,4.0,4.0,3.0,6,82.0,31,1.0,6.0,37,32,4.0,3.0,12,5.0,15.0,0.0,3.0,29,16,35,100,121,16,132,13,104,0.0,4.0,6.0,0.0,14.0,55,63,8.0,2.0,31,53,2.0,13.0,0.0
45,Analytic,0,6,21,44,4.0,2.0,37,0.0,32,6,1.0,6,6.0,112,45,0.0,8.0,9,0.0,4.0,0.0,3.0,367,1.0,1.0,4.0,0.0,3,83.0,38,4.0,3.0,38,27,16.0,6.0,21,3.0,11.0,0.0,1.0,36,13,33,98,103,10,125,13,115,0.0,4.0,1.0,0.0,1.0,45,61,10.0,10.0,32,56,3.0,7.0,1.0
46,Analytic,0,10,18,46,4.0,2.0,50,0.0,35,9,5.0,7,6.0,106,37,0.0,7.0,13,0.0,3.0,0.0,2.0,376,2.0,2.0,7.0,1.0,2,65.0,34,2.0,8.0,26,19,9.0,3.0,13,6.0,12.0,0.0,4.0,31,14,30,91,119,12,110,10,110,1.0,5.0,0.0,0.0,20.0,54,62,14.0,2.0,32,56,3.0,7.0,1.0
47,Analytic,0,37,11,39,3.0,5.0,54,0.0,24,1,1.0,12,6.0,118,46,1.0,8.0,5,0.0,0.0,1.0,3.0,325,4.0,0.0,2.0,0.0,7,55.0,38,0.0,5.0,36,24,6.0,4.0,11,2.0,9.0,1.0,2.0,24,5,28,62,98,9,86,13,85,0.0,0.0,0.0,0.0,1.0,48,37,9.0,4.0,39,39,2.0,42.0,0.0
48,Analytic,0,8,22,43,1.0,9.0,52,0.0,33,5,2.0,5,5.0,127,39,1.0,13.0,20,0.0,5.0,1.0,0.0,368,6.0,3.0,3.0,2.0,9,65.0,28,0.0,4.0,41,44,3.0,4.0,10,3.0,12.0,0.0,0.0,31,15,30,69,101,10,113,16,93,0.0,1.0,4.0,0.0,0.0,45,65,25.0,4.0,15,56,0.0,3.0,0.0
49,Analytic,0,5,20,39,2.0,1.0,47,0.0,31,9,5.0,2,4.0,99,43,0.0,6.0,13,1.0,5.0,0.0,7.0,362,2.0,3.0,4.0,12.0,7,71.0,45,1.0,3.0,22,25,8.0,3.0,17,1.0,6.0,1.0,4.0,36,16,32,79,110,9,104,15,101,1.0,2.0,4.0,0.0,1.0,46,59,11.0,5.0,25,54,2.0,7.0,0.0
50,Analytic,0,17,20,34,4.0,4.0,50,0.0,22,4,3.0,14,5.0,122,43,1.0,6.0,13,1.0,3.0,0.0,4.0,307,0.0,1.0,11.0,4.0,6,0.0,42,0.0,7.0,34,22,2.0,1.0,15,3.0,12.0,0.0,7.0,34,18,22,48,94,12,70,12,85,0.0,2.0,3.0,0.0,38.0,79,52,8.0,6.0,20,48,4.0,3.0,0.0
51,Analytic,0,18,17,46,2.0,7.0,55,0.0,21,10,6.0,9,7.0,142,52,0.0,13.0,14,0.0,6.0,0.0,2.0,414,0.0,2.0,12.0,1.0,2,91.0,47,0.0,5.0,41,35,3.0,1.0,25,1.0,12.0,0.0,2.0,37,21,34,111,117,6,146,20,112,0.0,3.0,1.0,2.0,9.0,56,56,18.0,8.0,31,48,3.0,23.0,0.0
52,Analytic,0,35,9,50,4.0,3.0,39,1.0,43,2,2.0,13,8.0,139,58,0.0,8.0,8,0.0,6.0,0.0,1.0,367,4.0,0.0,2.0,0.0,6,44.0,54,0.0,6.0,38,33,2.0,1.0,15,2.0,12.0,1.0,4.0,41,10,37,73,100,12,106,23,87,0.0,0.0,1.0,0.0,0.0,61,41,15.0,9.0,29,71,20.0,46.0,0.0
53,Analytic,0,9,18,39,1.0,5.0,45,1.0,28,4,0.0,6,2.0,120,40,0.0,10.0,11,0.0,7.0,1.0,1.0,346,3.0,3.0,6.0,8.0,6,69.0,43,0.0,0.0,41,34,5.0,2.0,11,4.0,9.0,0.0,4.0,29,16,30,70,106,6,104,11,100,0.0,5.0,2.0,1.0,0.0,38,58,15.0,1.0,31,47,0.0,10.0,0.0
54,Analytic,0,35,19,50,6.0,5.0,52,0.0,28,2,0.0,13,3.0,134,57,0.0,9.0,14,0.0,3.0,1.0,3.0,347,3.0,2.0,5.0,0.0,2,55.0,48,0.0,6.0,43,26,11.0,2.0,12,3.0,14.0,0.0,5.0,31,12,36,64,92,15,90,15,77,0.0,2.0,3.0,0.0,0.0,45,37,15.0,5.0,31,51,4.0,25.0,0.0
55,Analytic,0,10,13,50,5.0,8.0,60,0.0,23,8,3.0,5,2.0,98,37,0.0,5.0,13,0.0,4.0,3.0,4.0,330,2.0,4.0,4.0,4.0,3,59.0,33,0.0,4.0,29,25,3.0,2.0,14,2.0,15.0,1.0,0.0,29,10,34,69,98,13,94,15,105,0.0,3.0,1.0,1.0,2.0,43,67,8.0,4.0,26,48,4.0,4.0,0.0
56,Analytic,0,12,11,60,3.0,7.0,53,0.0,30,11,3.0,2,4.0,130,56,0.0,11.0,9,0.0,4.0,2.0,4.0,388,3.0,5.0,9.0,0.0,8,62.0,63,3.0,5.0,30,24,8.0,6.0,15,3.0,14.0,0.0,3.0,37,23,45,96,115,9,120,12,111,2.0,3.0,6.0,0.0,22.0,71,69,13.0,1.0,28,56,11.0,9.0,0.0
57,Analytic,0,27,15,43,7.0,4.0,49,0.0,39,6,5.0,9,8.0,106,42,0.0,8.0,3,0.0,3.0,0.0,1.0,361,4.0,1.0,4.0,0.0,4,62.0,41,0.0,4.0,28,28,4.0,3.0,13,1.0,17.0,0.0,2.0,32,14,26,79,102,17,107,18,76,1.0,3.0,4.0,0.0,0.0,49,38,7.0,13.0,24,59,4.0,29.0,0.0
58,Analytic,0,10,15,52,1.0,6.0,51,1.0,29,11,1.0,7,4.0,120,45,0.0,7.0,6,0.0,2.0,0.0,7.0,375,4.0,3.0,4.0,0.0,5,72.0,50,4.0,5.0,33,24,14.0,3.0,14,3.0,7.0,0.0,3.0,35,10,43,104,106,13,128,10,109,2.0,1.0,2.0,3.0,17.0,75,62,6.0,7.0,32,55,8.0,10.0,0.0
59,Analytic,0,9,21,43,2.0,3.0,52,1.0,30,6,4.0,5,6.0,130,49,0.0,12.0,12,0.0,6.0,3.0,1.0,379,1.0,2.0,10.0,2.0,10,67.0,44,0.0,1.0,44,35,3.0,0.0,18,5.0,9.0,0.0,5.0,40,19,34,74,106,15,109,19,108,1.0,2.0,3.0,0.0,0.0,48,56,18.0,7.0,39,64,0.0,2.0,0.0
60,Analytic,0,10,20,43,4.0,11.0,49,0.0,27,11,8.0,7,8.0,118,43,0.0,11.0,12,2.0,6.0,0.0,1.0,402,1.0,2.0,15.0,13.0,5,76.0,36,1.0,9.0,26,34,4.0,0.0,21,5.0,20.0,0.0,2.0,39,27,22,111,118,18,145,9,93,0.0,6.0,6.0,0.0,32.0,66,49,9.0,0.0,24,70,2.0,3.0,1.0
61,Analytic,0,15,17,49,4.0,7.0,59,0.0,37,4,1.0,7,4.0,131,42,0.0,11.0,21,0.0,6.0,4.0,1.0,389,4.0,3.0,4.0,1.0,5,64.0,40,0.0,2.0,44,37,5.0,1.0,11,6.0,14.0,0.0,0.0,31,11,35,72,113,18,109,20,90,1.0,2.0,1.0,0.0,0.0,45,55,16.0,4.0,25,63,3.0,7.0,0.0
62,Analytic,0,16,19,55,2.0,8.0,38,0.0,30,6,3.0,10,4.0,101,43,0.0,5.0,6,0.0,7.0,2.0,2.0,317,2.0,2.0,6.0,1.0,3,62.0,39,0.0,3.0,26,28,3.0,1.0,16,2.0,11.0,0.0,1.0,37,19,43,70,90,11,98,8,86,0.0,0.0,2.0,1.0,2.0,45,41,10.0,3.0,31,57,3.0,12.0,0.0
63,Analytic,0,16,16,58,5.0,14.0,61,0.0,30,8,8.0,9,2.0,129,44,0.0,10.0,13,0.0,4.0,5.0,2.0,423,0.0,0.0,6.0,7.0,6,85.0,47,0.0,10.0,34,34,4.0,1.0,23,4.0,26.0,1.0,4.0,44,19,31,95,138,10,129,9,128,0.0,5.0,8.0,0.0,0.0,46,78,10.0,10.0,32,63,0.0,3.0,0.0
64,Analytic,0,14,10,48,3.0,8.0,63,0.0,24,15,3.0,10,5.0,101,33,0.0,11.0,13,0.0,4.0,1.0,0.0,316,2.0,12.0,3.0,0.0,4,0.0,27,0.0,6.0,27,22,0.0,1.0,15,5.0,16.0,1.0,2.0,34,9,30,50,109,12,72,8,112,0.0,4.0,2.0,0.0,47.0,62,64,9.0,2.0,32,54,1.0,5.0,0.0
65,Analytic,0,8,22,49,1.0,3.0,62,0.0,27,6,2.0,3,0.0,99,42,0.0,5.0,6,0.0,2.0,1.0,3.0,344,1.0,3.0,6.0,0.0,6,61.0,48,0.0,7.0,27,25,11.0,2.0,13,0.0,7.0,0.0,2.0,41,15,42,67,104,5,92,9,106,1.0,4.0,4.0,1.0,2.0,35,64,8.0,2.0,30,49,2.0,11.0,0.0
66,Creative,0,22,18,64,0.0,0.0,52,0.0,38,10,4.0,11,18.0,118,33,0.0,7.0,4,1.0,6.0,0.0,5.0,318,3.0,2.0,1.0,1.0,8,35.0,46,1.0,3.0,19,34,18.0,3.0,15,1.0,0.0,0.0,3.0,40,13,63,52,86,16,86,15,89,4.0,0.0,4.0,3.0,11.0,59,38,6.0,2.0,32,64,4.0,5.0,0.0
67,Creative,0,37,16,53,0.0,3.0,44,0.0,21,5,2.0,10,12.0,120,41,0.0,2.0,5,0.0,4.0,1.0,1.0,310,1.0,3.0,10.0,1.0,9,45.0,52,0.0,6.0,26,29,10.0,4.0,13,2.0,4.0,0.0,5.0,31,17,44,61,86,12,90,15,84,2.0,0.0,1.0,0.0,7.0,76,42,3.0,3.0,30,46,6.0,20.0,0.0
