LIWC Feature,Extraversion correlation,Agreeableness correlation,Conscientiousness correlation,Neuroticism correlation,Openness correlation,Extraversion p-value,Agreeableness p-value,Conscientiousness p-value,Neuroticism p-value,Openness p-value
money,0.04344378232334006,0.04344378232334006,0.04344378232334006,0.04344378232334006,0.04344378232334006,0.6235798605251476,0.6235798605251476,0.6235798605251476,0.6235798605251476,0.6235798605251476
motion,0.31337995377477806,0.31337995377477806,0.31337995377477806,0.31337995377477806,0.31337995377477806,0.00028291411374493686,0.00028291411374493686,0.00028291411374493686,0.00028291411374493686,0.00028291411374493686
negate,-0.39737864343801066,-0.39737864343801066,-0.39737864343801066,-0.39737864343801066,-0.39737864343801066,2.8505911612579697e-06,2.8505911612579697e-06,2.8505911612579697e-06,2.8505911612579697e-06,2.8505911612579697e-06
negemo,-0.605529866043857,-0.605529866043857,-0.605529866043857,-0.605529866043857,-0.605529866043857,2.3133386064422945e-14,2.3133386064422945e-14,2.3133386064422945e-14,2.3133386064422945e-14,2.3133386064422945e-14
nonfl,-0.22358195669032896,-0.22358195669032896,-0.22358195669032896,-0.22358195669032896,-0.22358195669032896,0.010556052486533058,0.010556052486533058,0.010556052486533058,0.010556052486533058,0.010556052486533058
number,0.057025445387993735,0.057025445387993735,0.057025445387993735,0.057025445387993735,0.057025445387993735,0.5192932890750751,0.5192932890750751,0.5192932890750751,0.5192932890750751,0.5192932890750751
past,-0.09110233871566314,-0.09110233871566314,-0.09110233871566314,-0.09110233871566314,-0.09110233871566314,0.30261600110052944,0.30261600110052944,0.30261600110052944,0.30261600110052944,0.30261600110052944
percept,0.08573018379094904,0.08573018379094904,0.08573018379094904,0.08573018379094904,0.08573018379094904,0.33213584514090055,0.33213584514090055,0.33213584514090055,0.33213584514090055,0.33213584514090055
posemo,0.7451815590547867,0.7451815590547867,0.7451815590547867,0.7451815590547867,0.7451815590547867,2.8129545667763847e-24,2.8129545667763847e-24,2.8129545667763847e-24,2.8129545667763847e-24,2.8129545667763847e-24
ppron,-0.6030572043432839,-0.6030572043432839,-0.6030572043432839,-0.6030572043432839,-0.6030572043432839,3.138985318561608e-14,3.138985318561608e-14,3.138985318561608e-14,3.138985318561608e-14,3.138985318561608e-14
preps,-0.38989263009414005,-0.38989263009414005,-0.38989263009414005,-0.38989263009414005,-0.38989263009414005,4.532687149147868e-06,4.532687149147868e-06,4.532687149147868e-06,4.532687149147868e-06,4.532687149147868e-06
present,-0.06658889519673954,-0.06658889519673954,-0.06658889519673954,-0.06658889519673954,-0.06658889519673954,0.45161011830425196,0.45161011830425196,0.45161011830425196,0.45161011830425196,0.45161011830425196
pronoun,-0.577340077090835,-0.577340077090835,-0.577340077090835,-0.577340077090835,-0.577340077090835,6.460393211726152e-13,6.460393211726152e-13,6.460393211726152e-13,6.460393211726152e-13,6.460393211726152e-13
quant,-0.1438840185171102,-0.1438840185171102,-0.1438840185171102,-0.1438840185171102,-0.1438840185171102,0.10242786896656961,0.10242786896656961,0.10242786896656961,0.10242786896656961,0.10242786896656961
relativ,-0.1285706988035894,-0.1285706988035894,-0.1285706988035894,-0.1285706988035894,-0.1285706988035894,0.14488711086796133,0.14488711086796133,0.14488711086796133,0.14488711086796133,0.14488711086796133
relig,0.4233323051518468,0.4233323051518468,0.4233323051518468,0.4233323051518468,0.4233323051518468,5.217835226180241e-07,5.217835226180241e-07,5.217835226180241e-07,5.217835226180241e-07,5.217835226180241e-07
sad,-0.4612375223491699,-0.4612375223491699,-0.4612375223491699,-0.4612375223491699,-0.4612375223491699,3.338309202582723e-08,3.338309202582723e-08,3.338309202582723e-08,3.338309202582723e-08,3.338309202582723e-08
see,-0.10889903025845342,-0.10889903025845342,-0.10889903025845342,-0.10889903025845342,-0.10889903025845342,0.21745658000922563,0.21745658000922563,0.21745658000922563,0.21745658000922563,0.21745658000922563
sexual,0.45758317087544803,0.45758317087544803,0.45758317087544803,0.45758317087544803,0.45758317087544803,4.416243657372635e-08,4.416243657372635e-08,4.416243657372635e-08,4.416243657372635e-08,4.416243657372635e-08
shehe,-0.28663558321582144,-0.28663558321582144,-0.28663558321582144,-0.28663558321582144,-0.28663558321582144,0.0009455622445126369,0.0009455622445126369,0.0009455622445126369,0.0009455622445126369,0.0009455622445126369
social,0.23210652680650992,0.23210652680650992,0.23210652680650992,0.23210652680650992,0.23210652680650992,0.007878017825354154,0.007878017825354154,0.007878017825354154,0.007878017825354154,0.007878017825354154
space,-0.3856444005032538,-0.3856444005032538,-0.3856444005032538,-0.3856444005032538,-0.3856444005032538,5.867984614248274e-06,5.867984614248274e-06,5.867984614248274e-06,5.867984614248274e-06,5.867984614248274e-06
tentat,-0.5861749513918479,-0.5861749513918479,-0.5861749513918479,-0.5861749513918479,-0.5861749513918479,2.355246128088103e-13,2.355246128088103e-13,2.355246128088103e-13,2.355246128088103e-13,2.355246128088103e-13
they,-0.013718192315827065,-0.013718192315827065,-0.013718192315827065,-0.013718192315827065,-0.013718192315827065,0.8768937765508034,0.8768937765508034,0.8768937765508034,0.8768937765508034,0.8768937765508034
time,-0.013736263736263724,-0.013736263736263724,-0.013736263736263724,-0.013736263736263724,-0.013736263736263724,0.8767328851279796,0.8767328851279796,0.8767328851279796,0.8767328851279796,0.8767328851279796
verb,-0.29921247823321173,-0.29921247823321173,-0.29921247823321173,-0.29921247823321173,-0.29921247823321173,0.0005438491586154204,0.0005438491586154204,0.0005438491586154204,0.0005438491586154204,0.0005438491586154204
we,0.3886623450026334,0.3886623450026334,0.3886623450026334,0.3886623450026334,0.3886623450026334,4.886409927203472e-06,4.886409927203472e-06,4.886409927203472e-06,4.886409927203472e-06,4.886409927203472e-06
work,-0.0797460346716337,-0.0797460346716337,-0.0797460346716337,-0.0797460346716337,-0.0797460346716337,0.3671097398671756,0.3671097398671756,0.3671097398671756,0.3671097398671756,0.3671097398671756
you,-0.2411038896368604,-0.2411038896368604,-0.2411038896368604,-0.2411038896368604,-0.2411038896368604,0.005721220027974309,0.005721220027974309,0.005721220027974309,0.005721220027974309,0.005721220027974309
