LIWC Feature,Extraversion correlation,Agreeableness correlation,Conscientiousness correlation,Neuroticism correlation,Openness correlation,Extraversion p-value,Agreeableness p-value,Conscientiousness p-value,Neuroticism p-value,Openness p-value
sexual,-0.03970116039365161,-0.03970116039365161,-0.03970116039365161,-0.03970116039365161,-0.03970116039365161,0.653815580641904,0.653815580641904,0.653815580641904,0.653815580641904,0.653815580641904
shehe,-0.0014604392724353757,-0.0014604392724353757,-0.0014604392724353757,-0.0014604392724353757,-0.0014604392724353757,0.9868428788230745,0.9868428788230745,0.9868428788230745,0.9868428788230745,0.9868428788230745
social,-0.023173882674847886,-0.023173882674847886,-0.023173882674847886,-0.023173882674847886,-0.023173882674847886,0.793548000716226,0.793548000716226,0.793548000716226,0.793548000716226,0.793548000716226
space,-0.0008100608310074274,-0.0008100608310074274,-0.0008100608310074274,-0.0008100608310074274,-0.0008100608310074274,0.9927019224806348,0.9927019224806348,0.9927019224806348,0.9927019224806348,0.9927019224806348
tentat,0.008437191438435897,0.008437191438435897,0.008437191438435897,0.008437191438435897,0.008437191438435897,0.9240992845146305,0.9240992845146305,0.9240992845146305,0.9240992845146305,0.9240992845146305
they,-0.005614149518389052,-0.005614149518389052,-0.005614149518389052,-0.005614149518389052,-0.005614149518389052,0.949453229221767,0.949453229221767,0.949453229221767,0.949453229221767,0.949453229221767
time,-0.009831463427568412,-0.009831463427568412,-0.009831463427568412,-0.009831463427568412,-0.009831463427568412,0.911603688078943,0.911603688078943,0.911603688078943,0.911603688078943,0.911603688078943
verb,-0.028552255883955147,-0.028552255883955147,-0.028552255883955147,-0.028552255883955147,-0.028552255883955147,0.7470986456122272,0.7470986456122272,0.7470986456122272,0.7470986456122272,0.7470986456122272
we,-0.00954850159034962,-0.00954850159034962,-0.00954850159034962,-0.00954850159034962,-0.00954850159034962,0.9141379724726885,0.9141379724726885,0.9141379724726885,0.9141379724726885,0.9141379724726885
work,0.002505801381315374,0.002505801381315374,0.002505801381315374,0.002505801381315374,0.002505801381315374,0.9774271599221126,0.9774271599221126,0.9774271599221126,0.9774271599221126,0.9774271599221126
you,-0.029552706228277083,-0.029552706228277083,-0.029552706228277083,-0.029552706228277083,-0.029552706228277083,0.7385521714785469,0.7385521714785469,0.7385521714785469,0.7385521714785469,0.7385521714785469
