LIWC Feature,Extraversion correlation,Agreeableness correlation,Conscientiousness correlation,Neuroticism correlation,Openness correlation,Extraversion p-value,Agreeableness p-value,Conscientiousness p-value,Neuroticism p-value,Openness p-value
sexual,0.09312403943594373,0.09312403943594373,0.09312403943594373,0.09312403943594373,0.09312403943594373,0.2919678579389362,0.2919678579389362,0.2919678579389362,0.2919678579389362,0.2919678579389362
shehe,0.03112952994942941,0.03112952994942941,0.03112952994942941,0.03112952994942941,0.03112952994942941,0.7251468982615904,0.7251468982615904,0.7251468982615904,0.7251468982615904,0.7251468982615904
social,0.08891758359035788,0.08891758359035788,0.08891758359035788,0.08891758359035788,0.08891758359035788,0.31440636898944196,0.31440636898944196,0.31440636898944196,0.31440636898944196,0.31440636898944196
space,-0.010700577555481025,-0.010700577555481025,-0.010700577555481025,-0.010700577555481025,-0.010700577555481025,0.9038253248353567,0.9038253248353567,0.9038253248353567,0.9038253248353567,0.9038253248353567
swear,3.442413976219928e-17,3.442413976219928e-17,3.442413976219928e-17,3.442413976219928e-17,3.442413976219928e-17,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.0000000000000009
tentat,-0.1753425208437691,-0.1753425208437691,-0.1753425208437691,-0.1753425208437691,-0.1753425208437691,0.04600031219555308,0.04600031219555308,0.04600031219555308,0.04600031219555308,0.04600031219555308
they,-0.049152353686392806,-0.049152353686392806,-0.049152353686392806,-0.049152353686392806,-0.049152353686392806,0.5786578650908035,0.5786578650908035,0.5786578650908035,0.5786578650908035,0.5786578650908035
time,-0.02036605932393259,-0.02036605932393259,-0.02036605932393259,-0.02036605932393259,-0.02036605932393259,0.818099587915563,0.818099587915563,0.818099587915563,0.818099587915563,0.818099587915563
verb,-0.09255206990685043,-0.09255206990685043,-0.09255206990685043,-0.09255206990685043,-0.09255206990685043,0.29495481972582277,0.29495481972582277,0.29495481972582277,0.29495481972582277,0.29495481972582277
we,0.12007475423717688,0.12007475423717688,0.12007475423717688,0.12007475423717688,0.12007475423717688,0.1735867142211235,0.1735867142211235,0.1735867142211235,0.1735867142211235,0.1735867142211235
work,0.04923081203501998,0.04923081203501998,0.04923081203501998,0.04923081203501998,0.04923081203501998,0.578051061203414,0.578051061203414,0.578051061203414,0.578051061203414,0.578051061203414
you,0.02645502645502645,0.02645502645502645,0.02645502645502645,0.02645502645502645,0.02645502645502645,0.7651134248065824,0.7651134248065824,0.7651134248065824,0.7651134248065824,0.7651134248065824
