Subject_ID,Group,Experimental_condition,achieve,adverb,affect,anger,anx,article,assent,auxverb,bio,body,cause,certain,cogmech,conj,death,discrep,excl,family,feel,filler,friend,funct,future,health,hear,home,humans,i,incl,ingest,inhib,insight,ipron,leisure,money,motion,negate,negemo,nonfl,number,past,percept,posemo,ppron,preps,present,pronoun,quant,relativ,relig,sad,see,sexual,shehe,social,space,swear,tentat,they,time,verb,we,work,you
108,Creative,1,7,14,33,2.0,4,45,0.0,22,2.0,0.0,7,4,100,36,0.0,7.0,9,0.0,7,1.0,3.0,300,2.0,2.0,5,2.0,8,53.0,30,0.0,2.0,35,28,2.0,1.0,12,3.0,8,0.0,1.0,27,16,25,63,86,7,91,16,86,0.0,2.0,1.0,0.0,4.0,51,54,0.0,11,4.0,19,42,2.0,4,0.0
109,Creative,1,16,13,49,0.0,7,29,0.0,24,6.0,0.0,4,6,98,43,0.0,0.0,3,0.0,2,0.0,3.0,263,0.0,2.0,1,0.0,8,44.0,55,4.0,0.0,20,19,12.0,3.0,21,0.0,7,0.0,3.0,27,11,40,49,87,7,68,7,97,2.0,0.0,0.0,0.0,0.0,38,44,0.0,7,4.0,30,36,1.0,8,0.0
110,Creative,1,5,32,45,9.0,3,42,0.0,36,11.0,7.0,9,6,122,50,0.0,13.0,17,0.0,6,0.0,6.0,378,4.0,1.0,12,2.0,8,55.0,33,3.0,2.0,37,35,3.0,1.0,14,5.0,19,1.0,2.0,38,26,24,98,97,19,133,5,85,0.0,1.0,8.0,0.0,3.0,97,54,0.0,15,28.0,15,70,6.0,3,6.0
111,Creative,1,16,13,57,0.0,7,56,0.0,19,5.0,1.0,13,5,130,49,0.0,0.0,5,0.0,6,0.0,5.0,319,0.0,3.0,7,0.0,3,32.0,71,0.0,2.0,28,25,15.0,0.0,17,1.0,12,0.0,1.0,27,19,44,74,89,9,99,9,84,5.0,5.0,1.0,1.0,16.0,79,42,0.0,4,2.0,20,39,24.0,4,0.0
112,Creative,1,9,7,48,0.0,7,57,0.0,27,9.0,5.0,3,4,100,36,0.0,4.0,10,0.0,5,2.0,1.0,341,3.0,3.0,8,4.0,5,58.0,34,1.0,5.0,31,29,5.0,0.0,16,3.0,11,0.0,5.0,23,21,36,75,96,16,104,16,85,1.0,3.0,6.0,0.0,0.0,57,49,0.0,14,17.0,20,49,0.0,5,0.0
113,Creative,1,7,11,34,5.0,4,54,0.0,26,9.0,7.0,11,4,115,37,0.0,10.0,10,0.0,8,0.0,1.0,324,4.0,1.0,3,2.0,1,63.0,34,1.0,7.0,30,32,1.0,1.0,12,1.0,14,0.0,1.0,30,16,19,64,94,7,96,13,97,4.0,3.0,4.0,0.0,0.0,10,65,0.0,11,1.0,18,47,0.0,7,0.0
114,Creative,1,10,18,39,4.0,4,47,0.0,25,4.0,1.0,8,2,128,40,0.0,9.0,12,0.0,8,5.0,0.0,327,1.0,2.0,5,2.0,13,55.0,41,0.0,3.0,50,40,3.0,3.0,13,4.0,8,0.0,2.0,32,15,31,61,90,22,101,13,76,2.0,1.0,2.0,1.0,0.0,62,47,0.0,8,5.0,19,56,1.0,3,0.0
115,Creative,1,8,23,58,4.0,4,54,0.0,28,13.0,1.0,6,2,129,52,0.0,11.0,14,0.0,4,1.0,4.0,408,1.0,3.0,6,0.0,5,76.0,45,9.0,6.0,39,27,18.0,7.0,16,3.0,15,0.0,2.0,40,19,43,96,122,18,123,18,116,0.0,5.0,5.0,0.0,14.0,61,59,0.0,22,5.0,39,65,0.0,5,1.0
116,Creative,1,6,18,54,4.0,5,56,0.0,21,14.0,4.0,4,3,119,45,1.0,12.0,17,0.0,3,0.0,4.0,364,3.0,6.0,4,0.0,7,69.0,38,4.0,4.0,37,25,10.0,2.0,16,3.0,17,0.0,2.0,32,15,35,97,106,8,122,6,104,1.0,8.0,6.0,0.0,18.0,65,58,0.0,13,4.0,28,46,4.0,12,2.0
117,Creative,1,11,16,32,2.0,6,49,0.0,36,9.0,7.0,10,4,91,29,0.0,8.0,10,0.0,4,3.0,0.0,314,2.0,1.0,3,3.0,3,59.0,24,1.0,5.0,28,26,1.0,1.0,15,4.0,14,0.0,0.0,31,16,18,63,94,16,89,7,97,0.0,5.0,7.0,0.0,0.0,29,56,0.0,11,4.0,26,59,0.0,3,0.0
118,Creative,1,21,11,43,2.0,2,48,0.0,21,11.0,2.0,10,9,138,53,0.0,4.0,8,1.0,3,0.0,4.0,335,2.0,6.0,3,3.0,5,0.0,60,1.0,2.0,42,16,5.0,1.0,23,3.0,5,0.0,2.0,39,17,36,78,105,5,94,9,123,0.0,1.0,1.0,2.0,77.0,109,66,0.0,3,1.0,29,51,0.0,8,0.0
119,Creative,1,4,19,35,1.0,2,54,0.0,21,2.0,1.0,7,3,91,27,0.0,8.0,8,0.0,3,1.0,5.0,342,1.0,1.0,6,11.0,4,71.0,29,0.0,3.0,28,24,9.0,1.0,15,4.0,8,0.0,2.0,35,14,26,87,99,4,111,15,97,0.0,3.0,4.0,0.0,8.0,47,55,0.0,8,3.0,24,46,0.0,8,5.0
120,Creative,1,20,15,48,2.0,5,63,0.0,36,10.0,4.0,13,5,135,52,0.0,3.0,4,0.0,1,1.0,0.0,364,2.0,5.0,1,1.0,9,55.0,73,0.0,1.0,28,23,0.0,4.0,19,2.0,7,0.0,1.0,32,10,40,69,102,22,92,14,95,0.0,0.0,1.0,1.0,3.0,51,44,0.0,5,2.0,32,62,9.0,7,0.0
121,Creative,1,26,9,72,1.0,16,48,1.0,30,6.0,2.0,3,7,120,49,0.0,6.0,4,0.0,6,0.0,0.0,349,1.0,3.0,1,0.0,10,36.0,62,0.0,4.0,27,22,3.0,3.0,18,1.0,17,0.0,5.0,31,18,53,84,101,15,106,13,90,1.0,0.0,3.0,1.0,35.0,88,43,0.0,8,5.0,29,51,8.0,25,0.0
122,Creative,1,7,20,38,1.0,8,56,0.0,38,10.0,2.0,6,5,109,38,1.0,11.0,16,0.0,4,1.0,1.0,375,2.0,1.0,2,0.0,2,71.0,26,7.0,8.0,24,26,17.0,7.0,10,3.0,15,0.0,1.0,44,13,23,83,104,3,109,17,84,1.0,4.0,3.0,0.0,0.0,30,56,0.0,18,12.0,19,61,0.0,2,0.0
123,Creative,1,11,23,39,2.0,6,48,0.0,31,8.0,4.0,8,11,133,52,0.0,7.0,20,0.0,10,1.0,2.0,357,3.0,3.0,7,4.0,3,73.0,31,1.0,9.0,34,27,8.0,2.0,18,6.0,11,0.0,2.0,40,22,28,83,96,10,110,12,89,0.0,1.0,5.0,0.0,0.0,49,44,0.0,17,10.0,24,59,0.0,3,0.0
124,Creative,1,24,19,72,1.0,6,71,0.0,25,16.0,5.0,9,6,117,49,1.0,4.0,9,0.0,5,1.0,1.0,363,0.0,6.0,1,1.0,6,37.0,57,2.0,2.0,24,28,26.0,4.0,15,2.0,8,1.0,2.0,32,13,64,69,114,14,97,6,91,3.0,1.0,3.0,3.0,15.0,68,60,0.0,4,5.0,17,50,12.0,16,0.0
125,Creative,1,11,10,60,8.0,6,56,1.0,28,12.0,4.0,9,3,123,43,0.0,3.0,10,0.0,7,1.0,3.0,407,1.0,2.0,10,1.0,8,75.0,53,5.0,8.0,26,21,9.0,4.0,20,2.0,18,0.0,2.0,49,27,41,122,121,18,143,15,99,0.0,3.0,8.0,1.0,6.0,85,50,0.0,14,29.0,26,72,8.0,9,4.0
126,Creative,1,19,16,57,0.0,17,53,0.0,35,6.0,3.0,4,9,108,50,0.0,5.0,8,1.0,2,0.0,3.0,366,2.0,1.0,3,2.0,2,49.0,49,2.0,5.0,16,26,1.0,1.0,19,4.0,21,0.0,5.0,35,12,36,82,106,14,108,6,85,0.0,2.0,2.0,0.0,19.0,59,37,0.0,11,1.0,26,56,13.0,13,0.0
127,Creative,1,13,16,50,12.0,2,59,0.0,32,6.0,5.0,8,4,117,45,0.0,10.0,17,0.0,8,2.0,0.0,354,1.0,1.0,5,0.0,2,59.0,35,0.0,2.0,33,25,2.0,0.0,14,6.0,20,0.0,3.0,37,18,29,62,100,14,87,19,93,0.0,4.0,4.0,0.0,0.0,38,54,0.0,16,3.0,24,55,0.0,10,0.0
128,Creative,1,14,9,34,2.0,4,46,0.0,30,10.0,5.0,7,7,108,45,0.0,12.0,15,0.0,1,0.0,0.0,328,3.0,4.0,4,2.0,6,54.0,34,0.0,3.0,31,30,6.0,3.0,8,3.0,10,0.0,5.0,22,10,23,63,91,14,93,14,76,2.0,1.0,4.0,1.0,0.0,30,45,0.0,12,7.0,21,44,2.0,20,0.0
129,Creative,1,22,5,60,1.0,2,72,0.0,18,6.0,2.0,8,7,95,39,1.0,2.0,6,0.0,6,0.0,4.0,308,0.0,3.0,2,1.0,5,39.0,47,1.0,4.0,17,25,10.0,2.0,17,3.0,5,0.0,0.0,30,17,54,50,98,8,75,10,90,3.0,2.0,6.0,0.0,0.0,51,45,0.0,4,5.0,25,39,5.0,3,1.0
130,Creative,1,18,17,57,3.0,7,56,0.0,33,5.0,2.0,8,3,131,55,0.0,6.0,18,0.0,6,1.0,0.0,388,2.0,3.0,4,1.0,7,81.0,47,0.0,3.0,42,36,5.0,0.0,16,4.0,12,0.0,0.0,39,15,44,90,104,2,126,12,74,0.0,1.0,0.0,0.0,0.0,62,40,0.0,11,8.0,18,53,1.0,8,0.0
