Subject_ID,Group,Experimental_condition,achieve,adverb,affect,anger,anx,article,assent,auxverb,bio,body,cause,certain,cogmech,conj,death,discrep,excl,family,feel,filler,friend,funct,future,health,hear,home,humans,i,incl,ingest,inhib,insight,ipron,leisure,money,motion,negate,negemo,nonfl,number,past,percept,posemo,ppron,preps,present,pronoun,quant,relativ,relig,sad,see,sexual,shehe,social,space,tentat,they,time,verb,we,work,you
112,Creative_2,1,16,12,62,0.0,3.0,58,0.0,27,15,3.0,10,5,124,51,0.0,3.0,4.0,0.0,4.0,1.0,8.0,318,0.0,1.0,4.0,1.0,10,29.0,74,9.0,1.0,21,22,6,4.0,11,0.0,3,0.0,2.0,36,16,59,57,92,11,79,9,72,1.0,0.0,3.0,2.0,4.0,87,39,4.0,3.0,23,50,20.0,4.0,0.0
113,Creative_2,1,12,9,64,0.0,3.0,78,0.0,21,14,7.0,6,4,101,43,0.0,1.0,6.0,0.0,7.0,0.0,4.0,324,0.0,5.0,13.0,0.0,3,35.0,58,0.0,2.0,21,19,18,2.0,20,0.0,5,0.0,0.0,32,31,56,52,113,6,71,3,97,10.0,2.0,7.0,2.0,4.0,47,47,5.0,2.0,23,43,11.0,0.0,0.0
114,Creative_2,1,9,11,50,0.0,2.0,40,0.0,20,5,1.0,8,4,93,38,0.0,3.0,4.0,0.0,5.0,0.0,2.0,276,1.0,2.0,3.0,0.0,8,41.0,45,1.0,2.0,25,23,8,2.0,15,1.0,4,0.0,4.0,32,17,46,59,83,6,82,11,90,2.0,2.0,3.0,1.0,6.0,55,46,3.0,2.0,28,42,10.0,2.0,0.0
115,Creative_2,1,34,8,74,0.0,12.0,55,0.0,24,6,2.0,11,4,107,49,0.0,2.0,2.0,0.0,3.0,0.0,1.0,336,0.0,3.0,4.0,0.0,6,65.0,52,1.0,4.0,27,27,6,1.0,19,1.0,14,0.0,1.0,26,19,57,73,104,13,100,7,87,2.0,1.0,1.0,0.0,0.0,42,42,4.0,6.0,23,43,2.0,10.0,0.0
116,Creative_2,1,13,21,48,2.0,2.0,43,0.0,28,5,1.0,13,2,124,48,0.0,5.0,6.0,0.0,6.0,1.0,1.0,332,1.0,2.0,3.0,0.0,7,53.0,47,0.0,1.0,43,31,6,0.0,18,4.0,5,0.0,1.0,41,14,41,74,90,13,105,14,79,0.0,1.0,2.0,2.0,4.0,70,34,8.0,9.0,26,61,8.0,6.0,0.0
117,Creative_2,1,19,16,51,0.0,7.0,57,0.0,20,7,5.0,8,6,91,36,0.0,0.0,9.0,0.0,2.0,0.0,3.0,297,0.0,2.0,3.0,1.0,6,55.0,38,1.0,2.0,23,15,7,1.0,22,6.0,10,0.0,4.0,29,10,40,62,93,3,77,6,100,3.0,2.0,1.0,0.0,0.0,34,49,6.0,5.0,26,34,2.0,8.0,0.0
118,Creative_2,1,14,25,54,0.0,8.0,65,0.0,38,7,3.0,4,7,136,60,0.0,6.0,15.0,0.0,5.0,0.0,3.0,457,2.0,1.0,2.0,1.0,6,77.0,57,2.0,6.0,34,38,6,1.0,29,5.0,10,0.0,5.0,50,16,41,92,130,14,130,15,128,2.0,3.0,3.0,1.0,2.0,57,68,12.0,10.0,28,69,3.0,12.0,0.0
119,Creative_2,1,17,13,57,0.0,4.0,53,0.0,35,16,3.0,6,7,137,56,1.0,3.0,6.0,0.0,6.0,0.0,3.0,398,2.0,9.0,3.0,0.0,7,36.0,80,3.0,2.0,26,39,6,2.0,21,3.0,8,0.0,2.0,33,25,49,81,118,16,120,13,111,3.0,4.0,5.0,1.0,19.0,83,64,1.0,5.0,25,57,21.0,3.0,0.0
120,Creative_2,1,24,19,58,0.0,9.0,43,0.0,29,1,0.0,9,3,111,52,0.0,4.0,5.0,0.0,6.0,0.0,4.0,312,4.0,1.0,2.0,3.0,4,62.0,52,0.0,1.0,35,20,9,2.0,20,2.0,12,0.0,4.0,38,16,45,70,80,5,90,10,104,1.0,2.0,3.0,0.0,0.0,35,47,1.0,4.0,36,53,4.0,21.0,0.0
121,Creative_2,1,15,16,74,0.0,3.0,45,1.0,29,9,3.0,11,11,124,49,0.0,4.0,5.0,0.0,6.0,0.0,7.0,327,1.0,4.0,0.0,0.0,5,38.0,68,2.0,2.0,16,25,11,1.0,25,1.0,8,2.0,1.0,34,19,65,74,95,19,99,5,101,1.0,3.0,8.0,0.0,0.0,79,51,7.0,16.0,21,58,18.0,3.0,2.0
122,Creative_2,1,28,13,53,1.0,1.0,58,0.0,24,9,7.0,13,7,127,43,0.0,5.0,5.0,0.0,5.0,0.0,1.0,315,1.0,2.0,0.0,0.0,13,32.0,64,0.0,3.0,31,32,2,1.0,16,1.0,6,0.0,2.0,36,15,46,59,88,9,91,10,78,0.0,5.0,7.0,0.0,1.0,63,36,6.0,15.0,23,50,11.0,11.0,0.0
123,Creative_2,1,26,14,67,0.0,7.0,54,0.0,29,4,2.0,11,1,121,46,0.0,4.0,6.0,0.0,9.0,0.0,3.0,313,1.0,2.0,0.0,5.0,9,24.0,55,0.0,4.0,30,40,3,0.0,14,2.0,7,0.0,2.0,34,15,57,35,91,14,75,11,89,1.0,1.0,1.0,0.0,0.0,62,42,7.0,9.0,32,56,2.0,15.0,0.0
124,Creative_2,1,20,14,45,0.0,2.0,50,0.0,33,9,8.0,18,8,124,49,0.0,5.0,1.0,0.0,7.0,0.0,0.0,361,0.0,1.0,12.0,0.0,8,55.0,52,0.0,3.0,28,37,2,0.0,24,1.0,3,0.0,1.0,38,25,41,70,113,15,107,12,85,0.0,2.0,4.0,0.0,4.0,66,36,7.0,5.0,24,63,6.0,9.0,0.0
125,Creative_2,1,16,8,35,0.0,1.0,74,0.0,29,7,2.0,7,3,114,38,0.0,1.0,2.0,0.0,2.0,0.0,1.0,339,1.0,3.0,5.0,0.0,9,46.0,60,0.0,3.0,28,16,25,3.0,24,0.0,3,0.0,3.0,37,17,31,64,101,9,80,16,113,4.0,2.0,5.0,2.0,2.0,50,64,4.0,4.0,23,51,12.0,4.0,0.0
126,Creative_2,1,19,23,71,0.0,4.0,56,0.0,32,18,9.0,7,5,108,42,0.0,3.0,7.0,0.0,4.0,0.0,8.0,351,2.0,4.0,2.0,2.0,5,55.0,49,2.0,2.0,26,31,15,2.0,15,4.0,4,1.0,2.0,35,17,67,72,96,15,103,11,91,6.0,2.0,8.0,3.0,8.0,65,46,8.0,6.0,28,54,3.0,7.0,0.0
127,Creative_2,1,16,14,63,0.0,1.0,31,0.0,24,7,0.0,8,7,125,54,0.0,3.0,4.0,0.0,3.0,0.0,7.0,315,0.0,2.0,6.0,0.0,6,29.0,65,2.0,3.0,26,26,11,2.0,15,2.0,2,0.0,4.0,31,16,61,68,95,18,94,14,87,4.0,0.0,2.0,3.0,11.0,83,45,9.0,0.0,24,52,28.0,7.0,0.0
128,Creative_2,1,26,11,65,0.0,6.0,59,0.0,18,12,6.0,7,6,114,44,0.0,2.0,1.0,0.0,4.0,2.0,6.0,343,2.0,2.0,3.0,1.0,6,58.0,62,0.0,3.0,24,30,9,0.0,19,2.0,7,0.0,6.0,27,12,58,76,98,15,106,13,97,3.0,2.0,2.0,4.0,0.0,56,42,6.0,3.0,37,46,15.0,14.0,0.0
129,Creative_2,1,14,13,60,0.0,1.0,59,0.0,22,7,0.0,10,4,103,48,0.0,1.0,5.0,0.0,7.0,0.0,3.0,310,2.0,2.0,2.0,6.0,14,33.0,55,2.0,3.0,22,23,12,1.0,14,0.0,2,0.0,2.0,27,14,58,47,98,15,70,14,80,3.0,1.0,0.0,3.0,2.0,78,45,6.0,7.0,20,46,5.0,4.0,0.0
130,Creative_2,1,12,8,52,0.0,4.0,51,0.0,33,10,5.0,7,8,124,41,0.0,7.0,9.0,0.0,6.0,0.0,3.0,357,1.0,3.0,6.0,1.0,9,56.0,53,0.0,3.0,32,37,11,2.0,15,2.0,5,0.0,2.0,23,21,46,75,107,31,112,13,89,2.0,0.0,3.0,2.0,8.0,64,50,9.0,7.0,23,64,4.0,7.0,0.0
